eco	name	fen	moves
B00	King's Pawn	rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq -	e2e4
B00	King's Pawn Game: Nimzowitsch Defense	r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 b8c6 d2d4
B00	King's Pawn Game: Nimzowitsch Defense, Wheeler Gambit	r1bqkbnr/pppppppp/2n5/8/3PP3/2P5/P4PPP/RNBQKBNR b KQkq -	e2e4 b8c6 b2b4 c6b4 c2c3 b4c6 d2d4
B00	Lemming Defense	r1bqkbnr/pppppppp/n7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 b8a6
B00	Lion Defense: Lion's Jaw	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq -	e2e4 d7d6 d2d4 g8f6 f2f3
B00	Nimzowitsch Defense	r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 b8c6
B00	Nimzowitsch Defense, Declined Variation	r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 b8c6 g1f3
B00	Nimzowitsch Defense: Breyer Variation	r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 b1c3 g8f6 d2d4 e7e5
B00	Nimzowitsch Defense: El Columpio Defense	r1bqkb1r/pppppppp/2n5/4P3/6n1/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 b8c6 g1f3 g8f6 e4e5 f6g4
B00	Nimzowitsch Defense: El Columpio Defense, El Columpio Gambit	r1bqkb1r/ppp1pppp/2npP2n/8/3P4/5N1P/PPP2PP1/RNBQKB1R b KQkq -	e2e4 b8c6 g1f3 g8f6 e4e5 f6g4 d2d4 d7d6 h2h3 g4h6 e5e6
B00	Nimzowitsch Defense: El Columpio Defense, Exchange Variation	r1bqkb1r/ppp1pppp/2nP3n/8/3P4/5N1P/PPP2PP1/RNBQKB1R b KQkq -	e2e4 b8c6 g1f3 g8f6 e4e5 f6g4 d2d4 d7d6 h2h3 g4h6 e5d6
B00	Nimzowitsch Defense: El Columpio Defense, Pin Variation	r1bqkb1r/ppp1pppp/2np3n/1B2P3/3P4/5N1P/PPP2PP1/RNBQK2R b KQkq -	e2e4 b8c6 g1f3 g8f6 e4e5 f6g4 d2d4 d7d6 h2h3 g4h6 f1b5
B00	Nimzowitsch Defense: Franco-Hiva Gambit	r1bqkb1r/pppp2pp/2n1pn2/5P2/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e6 b1c3 f7f5 e4f5 g8f6
B00	Nimzowitsch Defense: Franco-Hiva Gambit	r1bqkb1r/pppp2pp/2n1pn2/5P2/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 b8c6 d2d4 e7e6 g1f3 f7f5 e4f5 g8f6
B00	Nimzowitsch Defense: Franco-Nimzowitsch Variation	r1bqkbnr/pppp1ppp/2n1p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 b8c6 g1f3 e7e6
B00	Nimzowitsch Defense: French Connection	r1bqkbnr/pppp1ppp/2n1p3/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 b8c6 b1c3 e7e6
B00	Nimzowitsch Defense: Hornung Gambit	r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 c1e3
B00	Nimzowitsch Defense: Kennedy Variation	r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5
B00	Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit	r1bqk1nr/pppp1ppp/2n5/2b1P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 f8c5
B00	Nimzowitsch Defense: Kennedy Variation, Hammer Gambit	r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 f7f6
B00	Nimzowitsch Defense: Kennedy Variation, Herford Gambit	r1b1kbnr/pppp1ppp/2n5/4P3/4P2q/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 d8h4
B00	Nimzowitsch Defense: Kennedy Variation, Keres Attack	r1bqkbnr/pppp1ppp/8/4n3/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 b1c3
B00	Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation	r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 b8c6 d2d4 e7e5 d4d5
B00	Nimzowitsch Defense: Kennedy Variation, Main Line	r1bqkbnr/pppp1ppp/6n1/8/4PP2/8/PPP3PP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 f2f4 e5g6
B00	Nimzowitsch Defense: Kennedy Variation, Paulsen Attack	r1bqkbnr/pppp1ppp/8/4n3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 g1f3
B00	Nimzowitsch Defense: Kennedy Variation, Riemann Defense	r1bqkbnr/pppp1ppp/2n5/8/4PP2/8/PPP3PP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 f2f4 e5c6
B00	Nimzowitsch Defense: Kennedy Variation, de Smet Gambit	r1bqkbnr/ppp2ppp/2np4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 e7e5 d4e5 d7d6
B00	Nimzowitsch Defense: Lean Variation	r1bqkbnr/ppppp1pp/2n5/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 b8c6 g1f3 f7f5
B00	Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted	r1bqkbnr/ppppp1pp/2n5/5P2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 b8c6 g1f3 f7f5 e4f5
B00	Nimzowitsch Defense: Mikenas Variation	r1bqkbnr/ppp1pppp/2np4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d6
B00	Nimzowitsch Defense: Neo-Mongoloid Defense	r1bqkbnr/ppppp1pp/2n2p2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 f7f6
B00	Nimzowitsch Defense: Pirc Connection	r1bqkbnr/pppppp1p/2n3p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 b8c6 b1c3 g7g6
B00	Nimzowitsch Defense: Pseudo-Spanish Variation	r1bqkbnr/pppppppp/2n5/1B6/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -	e2e4 b8c6 f1b5
B00	Nimzowitsch Defense: Scandinavian Variation	r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5
B00	Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit	r1bqkbnr/ppp1pppp/8/3P4/1n1P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 e4d5 c6b4
B00	Nimzowitsch Defense: Scandinavian Variation, Advance Variation	r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 e4e5
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation	r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Brandics Gambit	r1bqkbnr/1pp1pppp/p1n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 a7a6
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Erben Gambit	r1bqkbnr/ppp1pp1p/2n3p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 g7g6
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit	r1bqkbnr/ppp2ppp/2n5/3pp3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 e7e5
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit	r1bqkbnr/ppp1pppp/8/3Pn3/4p3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 d5e4 d4d5 c6e5
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Richter Gambit	rnbqkbnr/ppp1pppp/8/3P4/4p3/2N2P2/PPP3PP/R1BQKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 d5e4 d4d5 c6b8 f2f3
B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation	r1bqkb1r/ppp1pppp/2n2n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 g8f6
B00	Nimzowitsch Defense: Scandinavian Variation, Exchange Variation	r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 d7d5 e4d5 d8d5
B00	Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit	r1b1kbnr/ppp1pppp/2n5/3q4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 e4d5 d8d5 b1c3
B00	Nimzowitsch Defense: Wheeler Gambit	r1bqkbnr/pppppppp/2n5/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -	e2e4 b8c6 b2b4
B00	Nimzowitsch Defense: Williams Variation	r1bqkbnr/ppp1pppp/2np4/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 b8c6 g1f3 d7d6
B00	Nimzowitsch Defense: Woodchuck Variation	r1bqkbnr/1ppppppp/p1n5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b8c6 d2d4 a7a6
B00	Owen Defense	rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 b7b6
B00	Owen Defense: Hekili-Loa Gambit	r1bqkbnr/p2ppppp/1pn5/2P5/4P3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 b7b6 d2d4 c7c5 d4c5 b8c6
B00	Owen Defense: Matovinsky Gambit	rn1qkbnr/p1ppp2p/1p4p1/5P1Q/3P4/3B4/PPP2PbP/RNB1K1NR w KQkq -	e2e4 b7b6 d2d4 c8b7 f1d3 f7f5 e4f5 b7g2 d1h5 g7g6
B00	Owen Defense: Naselwaus Gambit	rn1qkbnr/pbpppppp/1p6/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq -	e2e4 b7b6 d2d4 c8b7 c1g5
B00	Owen Defense: Smith Gambit	rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 b7b6 d2d4 c8b7 g1f3
B00	Owen Defense: Unicorn Variation	rn1qkbnr/pbppp1pp/1p3p2/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -	e2e4 f7f6 d2d4 b7b6 c2c4 c8b7
B00	Owen Defense: Wind Gambit	rn1qkbnr/pbpp1ppp/1p6/4p3/3PP3/5P2/PPP3PP/RNBQKBNR w KQkq -	e2e4 b7b6 d2d4 c8b7 f2f3 e7e5
B00	Pirc Defense	rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d6
B00	Pirc Defense	rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 d7d6 d2d4
B00	Pirc Defense	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d6 d2d4 g8f6
B00	Pirc Defense: Roscher Gambit	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 d7d6 d2d4 g8f6 g1f3
B00	Rat Defense: Antal Defense	r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d6 d2d4 b8d7
B00	Rat Defense: Fuller Gambit	rnbqkb1r/ppp1pppp/5n2/3P4/5P2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 d7d6 f2f4 d6d5 e4d5 g8f6
B00	Rat Defense: Harmonist	rnbqkbnr/ppp1pppp/3p4/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -	e2e4 d7d6 f2f4
B00	Rat Defense: Petruccioli Attack	rnbqkbnr/ppp1pppp/3p4/8/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq -	e2e4 d7d6 h2h4
B00	Rat Defense: Spike Attack	rnbqkbnr/ppp1pppp/3p4/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq -	e2e4 d7d6 g2g4
B00	St. George Defense	rnbqkbnr/1ppppppp/p7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 a7a6
B00	St. George Defense: San Jorge Variation	rn1qk1nr/1bp1ppbp/p2p2p1/1p6/3PP3/2PB1N2/PP3PPP/RNBQ1RK1 w kq -	e2e4 a7a6 d2d4 b7b5 g1f3 c8b7 f1d3 d7d6 e1g1 g7g6 c2c3 f8g7
B00	St. George Defense: Zilbermints Gambit	rnbqkbnr/1ppp1ppp/p7/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 a7a6 d2d4 e7e5
B00	Van Geet Opening: Berlin Gambit	r1bqkbnr/ppp1pppp/2n5/3P4/4p3/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 b8c6 d2d4 d7d5 b1c3 d5e4 d4d5
B00	Ware Defense	rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 a7a5
B00	Ware Defense: Snagglepuss Defense	r1bqkbnr/1ppppppp/2n5/p7/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 a7a5 d2d4 b8c6
B00	Zukertort Defense: Sicilian Knight Variation	r1bqkbnr/pp1ppppp/n7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 b8a6 g1f3 c7c5
B01	Scandinavian Defense	rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5
B01	Scandinavian Defense	rnbqkbnr/ppp1pppp/8/3p4/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq -	e2e4 d7d5 b2b3
B01	Scandinavian Defense: Anderssen Counterattack	rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5
B01	Scandinavian Defense: Anderssen Counterattack, Collijn Variation	rn2kbnr/ppp2ppp/8/q3p3/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 g1f3 c8g4
B01	Scandinavian Defense: Anderssen Counterattack, Goteborg System	rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 g1f3
B01	Scandinavian Defense: Anderssen Counterattack, Orthodox Attack	r1b1k1nr/ppp2ppp/2n5/q3P3/1b6/2N2N2/PPPB1PPP/R2QKB1R b KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 d4e5 b8c6 g1f3 f8b4 c1d2
B01	Scandinavian Defense: Blackburne Gambit	r1bqkbnr/pp2pppp/2n5/8/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 c7c6 d5c6 b8c6
B01	Scandinavian Defense: Blackburne-Kloosterboer Gambit	rnbqkbnr/pp2pppp/2p5/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 c7c6
B01	Scandinavian Defense: Boehnke Gambit	rn1qkbnr/ppp2ppp/4b3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 e7e5 d5e6 c8e6
B01	Scandinavian Defense: Bronstein Variation	rnb1kb1r/1pp1pppp/p2q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 g1f3 a7a6
B01	Scandinavian Defense: Classical Variation	rn2kb1r/ppp1pppp/5n2/q4b2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8f5
B01	Scandinavian Defense: Grünfeld Variation	rn2kb1r/pp2pppp/2p2n2/q3Nb2/3P2P1/2N5/PPP2P1P/R1BQKB1R b KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8f5 f3e5 c7c6 g2g4
B01	Scandinavian Defense: Gubinsky-Melts Defense	rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5d6
B01	Scandinavian Defense: Icelandic-Palme Gambit	rnbqkb1r/ppp2ppp/4pn2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 c2c4 e7e6
B01	Scandinavian Defense: Kadas Gambit	rnbqkb1r/pp3ppp/2P2n2/4p3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 c7c6 d5c6 e7e5
B01	Scandinavian Defense: Kiel Variation	rnbqkb1r/ppp1pppp/8/8/1nPP4/8/PP3PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 c2c4 d5b4
B01	Scandinavian Defense: Kloosterboer Gambit	rnbqkbnr/pp3ppp/2P5/4p3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 c7c6 d5c6 e7e5
B01	Scandinavian Defense: Lasker Variation	rn2kb1r/ppp1pppp/5n2/q7/3P2b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8g4 h2h3
B01	Scandinavian Defense: Main Line	rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5
B01	Scandinavian Defense: Main Line, Leonhardt Gambit	rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P1PP1PPP/R1BQKBNR b KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 b2b4
B01	Scandinavian Defense: Main Line, Mieses Variation	rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6
B01	Scandinavian Defense: Marshall Variation	rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 f6d5
B01	Scandinavian Defense: Mieses-Kotroc Variation	rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5
B01	Scandinavian Defense: Modern Variation	rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6
B01	Scandinavian Defense: Modern Variation	rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4
B01	Scandinavian Defense: Modern Variation, Gipslis Variation	rn1qkb1r/ppp1pppp/8/3n4/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 g1f3 c8g4
B01	Scandinavian Defense: Modern Variation, Wing Gambit	rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 g7g6 c2c4 b7b5
B01	Scandinavian Defense: Panov Transfer	rnbqkb1r/pp2pppp/2p2n2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 c2c4 c7c6
B01	Scandinavian Defense: Portuguese Variation	rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 c8g4
B01	Scandinavian Defense: Portuguese Variation, Portuguese Gambit	r2qkb1r/pppnpppp/5n2/1B1P1b2/3P4/5P2/PPP3PP/RNBQK1NR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f1b5 b8d7 f2f3 g4f5
B01	Scandinavian Defense: Richter Variation	rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 g1f3 g7g6
B01	Scandinavian Defense: Richter Variation	rnbqkb1r/ppp1pp1p/5np1/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 d7d5 e4d5 g8f6 d2d4 g7g6
B01	Scandinavian Defense: Schiller-Pytel Variation	rnb1kbnr/pp2pppp/2pq4/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 c7c6
B01	Scandinavian Defense: Schiller-Pytel Variation, Modern Variation	rn2kb1r/pp2pppp/2p2n2/5b2/1qBP1B2/2N5/PPP1NPPP/R2QK2R w KQkq -	e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 f1c4 c7c6 g1e2 c8f5 c1f4 d6b4
B01	Scandinavian Defense: Zilbermints Gambit	rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -	e2e4 d7d5 b2b4
B01	Van Geet Opening: Grünfeld Defense	rnbqkbnr/ppp2ppp/8/4p3/4N3/8/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 d7d5 b1c3 d5e4 c3e4 e7e5
B02	Alekhine Defense	rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6
B02	Alekhine Defense: Brooklyn Variation	rnbqkbnr/pppppppp/8/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6g8
B02	Alekhine Defense: Brooklyn Variation, Everglades Variation	rnbqkbnr/ppppp1pp/8/4Pp2/3P4/8/PPP2PPP/RNBQKBNR w KQkq f6	e2e4 g8f6 e4e5 f6g8 d2d4 f7f5
B02	Alekhine Defense: Buckley Attack	rnbqkb1r/pppppppp/8/3nP3/8/N7/PPPP1PPP/R1BQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 b1a3
B02	Alekhine Defense: Hunt Variation, Lasker Simul Gambit	rnbqkb1r/pppp1ppp/4p3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 f1c4 e7e6 b1c3
B02	Alekhine Defense: Hunt Variation, Matsukevich Gambit	rnbqkb1r/ppp1pppp/3p4/2P1P1B1/8/2P5/PP3PPP/R2QKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 b1c3 d5c3 d2c3 d7d6 c1g5
B02	Alekhine Defense: Hunt Variation, Mikenas Gambit	rnbqkb1r/ppp2ppp/3p4/2PBP3/8/8/PP1P1PPP/R1BQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 f1c4 e7e6 b1c3 d7d6 c3d5 e6d5 c4d5
